engagement_rate
7.94
6.12
4.01
2.1
40.13
6.33
16.19
2.49
19.74
5.82
4.0
6.86
41.55
14.13
1.89
14.43
5.85
9.02
4.66
14.44
5.11
6.12
9.13
14.63
44.97
6.89
9.38
16.89
19.47
49.98
7.67
31.55
5.46
3.01
7.61
16.66
89.38
6.86
10.74
8.7
11.63
34.03
3.78
3.71
7.06
36.24
6.43
2.7
4.58
2.44
14.88
3.71
4.12
21.65
17.78
1.1
8.56
6.67
13.17
31.26
1.02
9.85
14.08
2.66
43.01
14.56
26.14
6.19
13.56
4.67
12.75
4.63
3.28
2.54
7.18
11.48
4.88
18.9
1.93
41.41
29.13
22.3
3.05
12.74
4.94
3.94
19.04
35.45
45.95
17.91
2.38
18.2
13.57
5.28
4.67
2.91
4.67
14.16
1.53
36.43
5.12
23.82
6.97
5.76
6.04
17.3
9.82
26.55
5.0
1.09
6.04
0.82
6.17
7.29
2.34
25.42
1.39
19.07
9.84
0.82
4.41
15.16
2.35
45.18
15.08
6.42
16.22
5.37
6.35
13.01
28.18
10.62
64.56
5.44
15.6
10.96
12.03
5.98
7.99
5.53
2.84
15.14
12.03
2.38
18.93
8.66
22.24
27.18
62.79
28.11
28.94
4.42
1.36
12.52
7.31
13.78
7.13
2.15
5.03
8.04
3.56
24.16
19.6
22.77
12.07
13.38
11.76
13.28
5.41
25.07
2.38
5.25
7.88
1.45
10.03
4.44
13.71
7.63
10.37
5.49
14.77
6.47
13.23
10.75
10.46
14.89
6.6
16.85
3.07
1.34
3.03
3.35
15.58
9.35
11.98
3.04
7.99
7.96
3.93
8.42
6.96
12.04
2.57
12.8
14.13
27.93
5.65
9.48
24.9
9.66
22.5
23.43
15.41
5.97
7.95
22.5
3.41
19.28
12.2
118.99
9.57
8.7
3.54
11.38
12.22
11.14
15.88
6.57
6.28
16.92
1.39
14.03
6.99
3.77
9.8
8.17
9.05
37.03
8.84
12.49
16.04
15.51
6.15
23.29
155.55
5.39
4.07
2.45
11.62
14.93
2.9
28.17
5.97
21.92
9.95
7.43
54.32
7.25
14.11
15.6
17.14
10.23
1.95
37.56
29.13
17.78
6.38
2.15
15.87
4.72
1.17
5.03
9.83
3.15
2.92
2.64
30.87
1.08
3.36
2.34
5.93
11.88
31.19
1.15
15.62
19.61
16.21
11.45
33.72
2.73
10.67
73.12
17.67
23.33
12.61
2.65
5.08
3.34
0.89
14.66
5.49
10.29
6.68
14.05
14.34
14.83
4.77
11.27
7.91
17.89
11.39
9.18
10.54
11.11
8.31
6.86
9.3
20.68
14.19
4.51
10.82
208.63
18.63
12.17
3.21
12.08
1.04
4.62
6.06
9.19
10.33
25.27
89.78
10.88
1.76
7.48
26.15
5.33
7.3
30.62
16.58
14.77
9.2
9.98
3.08
24.63
9.34
9.38
1.65
3.92
9.72
10.75
4.47
1.26
19.23
4.81
42.19
40.71
8.61
5.19
10.59
5.43
9.45
5.8
24.82
17.57
12.24
4.8
41.57
4.59
1.74
1.56
8.37
1.61
19.37
16.85
18.43
7.62
25.12
6.41
8.85
6.43
8.19
10.46
2.23
10.44
7.45
9.49
17.24
3.9
13.33
1.61
6.73
5.87
8.56
33.93
9.05
6.4
3.84
11.74
13.45
19.49
2.06
19.55
5.35
22.68
26.27
6.87
3.38
59.73
7.57
8.82
4.16
1.85
6.29
4.01
21.18
32.97
22.69
10.26
8.43
6.52
7.44
8.14
5.77
12.7
27.61
10.3
17.54
4.19
30.61
20.1
24.52
9.16
15.96
4.47
2.81
3.58
12.87
3.08
8.94
7.47
7.34
10.18
7.61
1.57
8.16
1.57
10.7
36.02
6.2
11.8
5.15
15.2
11.13
27.06
27.93
17.35
67.58
4.1
9.57
13.67
21.9
3.47
1.11
2.96
21.97
14.84
19.62
3.97
2.59
4.97
10.81
5.52
9.76
4.79
7.15
9.11
1.94
42.49
22.34
2.24
7.17
10.68
59.66
18.08
6.64
4.07
3.8
4.32
10.43
2.85
11.87
4.74
2.67
12.1
14.8
9.1
3.24
2.88
5.16
11.12
3.4
32.83
26.83
7.24
7.25
7.82
8.45
24.19
6.7
1.3
21.59
7.83
18.09
73.62
1.1
27.96
7.33
6.19
7.5
1.58
1.25
7.32
8.35
3.27
10.38
23.14
11.64
4.39
13.75
19.85
54.6
5.69
4.72
6.39
6.96
10.56
4.69
10.41
19.83
31.39
8.53
1.69
9.96
8.01
35.31
4.27
2.07
31.85
5.3
17.84
8.78
3.73
3.28
1.49
3.0
2.93
14.22
5.86
26.27
8.56
22.86
13.18
7.16
14.89
30.08
8.69
28.07
59.37
8.66
60.81
8.66
10.07
5.38
16.5
4.87
6.86
35.49
29.3
9.82
8.61
18.06
2.62
11.98
14.36
35.05
7.23
9.69
5.11
4.91
6.45
15.51
10.3
8.06
18.37
6.47
9.57
7.69
9.01
7.5
24.69
16.46
7.2
21.94
6.9
17.02
6.29
18.13
6.85
34.97
11.91
13.43
10.53
6.36
11.13
12.41
9.49
3.95
13.61
28.13
26.26
12.56
16.36
22.89
1.91
9.04
3.31
11.35
20.57
5.73
30.34
13.34
24.6
5.92
13.66
10.72
7.16
13.99
7.81
4.13
22.07
7.49
12.87
5.99
13.3
17.76
15.52
6.71
8.1
10.81
19.78
7.41
7.12
4.9
11.43
16.04
8.96
2.94
14.06
10.42
15.18
7.97
34.37
3.91
5.63
9.23
5.13
1.22
3.22
5.9
5.35
2.39
19.0
6.63
13.41
12.24
19.08
52.34
36.54
11.87
8.0
29.64
14.58
64.66
37.76
9.22
26.26
5.71
21.99
3.49
50.28
5.5
20.97
5.99
8.46
1.39
20.48
22.81
4.32
14.81
8.64
21.54
13.9
17.62
1.22
7.22
7.31
23.02
9.11
20.33
6.42
14.72
8.0
13.36
95.18
12.19
9.84
4.91
12.27
5.83
9.76
5.56
1.15
1.84
7.98
23.05
13.56
30.58
15.22
11.56
6.37
8.85
2.31
15.04
15.19
51.87
2.33
28.2
0.55
3.26
15.63
16.29
6.15
23.4
13.01
1.28
7.61
3.68
5.97
4.8
19.09
6.42
5.76
5.23
22.26
30.24
39.3
9.32
18.06
16.29
2.71
5.78
14.04
7.17
10.86
9.18
8.43
4.28
6.62
17.33
41.23
6.97
1.95
5.91
1.97
24.59
4.4
3.24
1.24
9.27
2.02
9.93
54.47
6.25
22.94
3.31
2.39
8.65
1.07
11.73
7.52
11.2
4.46
25.67
4.12
3.19
11.53
6.87
22.07
3.91
7.82
3.27
13.31
5.38
18.06
9.2
8.67
12.92
35.59
8.54
11.96
2.11
29.17
8.77
3.3
14.57
8.27
6.15
20.24
11.04
9.08
8.4
7.65
1.4
4.8
1.54
3.71
3.87
11.32
3.27
7.27
8.8
23.12
18.5
6.85
36.88
3.38
22.12
34.75
3.67
5.93
8.6
17.69
5.18
6.88
4.49
32.64
49.34
9.73
2.94
9.36
2.92
2.93
18.82
7.31
1.21
8.79
8.88
8.13
2.19
3.35
5.72
36.23
14.53
8.27
3.16
21.04
4.3
6.69
6.86
3.21
89.23
9.24
10.64
5.03
21.47
6.6
15.19
3.64
5.59
5.78
7.19
4.04
1.52
1.95
3.46
44.42
17.31
1.97
8.01
26.63
27.92
3.99
8.45
7.15
19.48
8.04
4.53
128.83
18.0
24.45
48.27
16.26
7.08
2.12
14.45
1.59
24.58
2.71
4.58
10.17
11.36
3.39
37.23
2.0
25.17
3.03
22.36
17.46
11.3
17.36
6.12
3.22
7.8
9.21
7.6
14.57
17.15
37.8
3.69
3.77
23.79
2.03
17.44
10.35
26.49
11.81
48.99
27.08
5.18
10.47
10.51
4.39
9.78
13.95
7.45
10.17
6.26
9.96
7.54
1.46
1.33
9.24
2.3
23.29
39.15
6.62
4.4
5.81
10.71
19.01
10.54
4.12
38.63
27.66
7.74
9.25
7.93
4.02
1.14
2.13
10.64
9.22
16.16
31.79
2.31
1.2
11.37
1.59
1.01
5.73
14.86
5.83
15.0
18.73
70.18
9.16
10.03
6.51
37.16
6.96
27.76
7.58
17.99
10.28
7.77
15.4
49.02
5.41
20.0
15.59
12.99
2.09
11.32
15.07
2.42
16.76
7.32
10.28
8.81
3.91
11.72
70.07
8.94
1.87
6.46
11.18
3.77
0.43
52.41
3.11
4.6
12.86
21.8
8.23
8.75
6.92
20.95
10.28
2.42
15.9
21.79
14.3
5.09
3.09
5.17
4.15
5.49
6.07
8.27
7.44
4.43
16.03
13.35
15.54
4.11
5.49
32.02
1.77
16.78
41.74
9.97
9.9
18.27
40.04
7.59
21.46
23.03
3.06
4.25
10.88
10.53
13.12
5.85
18.68
8.35
6.05
5.53
10.21
4.52
4.35
17.09
14.31
2.62
6.88
35.37
22.93
7.76
5.48
3.0
4.84
30.1
6.68
13.32
6.32
11.1
8.67
8.59
12.16
10.18
14.88
27.53
1.5
6.49
36.7
8.72
22.75
7.62
6.83
23.3
17.38
8.81
1.61
18.24
9.2
4.9
9.35
5.82
65.49
7.04
17.23
1.64
34.48
7.55
2.5
4.36
10.65
8.0
7.25
8.3
44.63
22.68
14.48
16.83
2.82
98.35
36.39
16.57
57.61
6.61
4.2
5.33
8.91
6.69
4.35
7.69
17.36
11.11
37.96
13.42
8.38
4.96
11.27
4.57
11.31
2.98
15.98
5.86
28.83
7.38
6.49
4.99
4.63
10.46
29.33
28.84
2.61
19.57
8.24
17.58
6.31
12.34
3.26
1.9
2.85
113.68
7.41
5.62
17.54
6.51
9.97
8.37
8.43
18.76
7.8
8.02
3.62
5.25
12.35
6.74
29.97
2.8
10.85
4.81
13.77
26.7
5.58
13.24
6.87
9.71
27.4
6.18
25.54
6.24
58.9
5.9
41.27
38.36
9.18
8.94
6.48
42.72
5.98
12.9
10.29
3.96
8.53
14.51
6.57
4.22
6.22
17.53
4.24
37.62
21.11
9.25
9.09
15.52
0.81
17.55
2.01
13.55
2.78
4.45
6.72
80.15
5.13
16.4
6.25
11.75
7.8
8.44
7.82
25.59
23.87
48.99
16.1
6.56
5.36
4.6
14.29
15.64
8.06
8.67
29.45
9.74
4.96
11.87
5.22
5.55
18.54
1.63
14.32
10.49
28.51
4.83
10.41
6.96
13.46
4.83
3.28
6.55
7.22
36.62
2.86
13.13
4.03
185.83
31.92
7.47
3.37
5.94
13.28
7.55
12.12
1.92
18.73
4.26
18.46
38.2
9.88
8.4
1.78
30.16
17.58
6.55
25.06
13.5
14.5
18.26
4.09
4.09
4.48
26.48
6.49
14.35
2.44
12.41
5.7
14.99
13.71
6.25
16.84
5.8
17.38
9.6
19.98
6.15
32.47
5.9
0.89
3.63
1.92
9.36
11.05
8.47
15.54
6.1
4.05
5.98
15.95
13.17
3.76
11.0
8.81
7.54
5.35
12.99
1.34
10.21
0.73
12.68
7.72
11.32
23.25
28.05
9.85
59.39
34.35
5.79
19.13
11.89
8.97
13.03
4.28
4.26
1.0
5.38
5.9
2.63
14.72
16.88
41.05
17.66
16.51
6.8
11.32
22.35
12.91
8.44
4.31
4.91
9.84
4.14
8.04
2.98
10.96
26.47
433.12
13.81
37.32
7.87
5.76
7.64
9.43
11.76
14.53
12.42
6.75
35.2
10.6
5.89
0.79
98.13
20.64
10.23
29.98
1.84
12.32
10.29
23.54
10.63
4.3
14.05
10.43
15.04
5.08
13.09
1.49
35.61
6.61
43.69
13.78
4.05
20.66
13.78
0.55
10.55
32.47
22.97
10.67
23.15
19.73
1.29
21.63
7.21
58.05
97.5
3.24
1.8
1.47
16.2
4.34
7.87
2.77
0.6
13.92
12.15
6.48
42.53
2.27
8.06
6.2
15.11
9.9
7.3
14.77
14.7
3.17
43.65
10.92
4.48
4.1
13.81
6.17
6.76
90.18
8.49
5.88
17.81
5.4
7.87
6.28
9.76
3.85
2.38
3.51
9.52
11.27
8.87
6.79
23.09
36.66
12.32
66.66
28.03
27.63
2.9
17.74
0.4
14.19
10.74
7.82
4.45
12.37
27.71
8.99
6.5
7.68
12.41
7.13
6.77
48.75
10.55
8.13
16.01
7.8
74.05
9.77
59.11
4.18
5.49
13.99
12.12
5.52
23.78
11.78
17.28
7.65
17.94
169.99
14.82
27.16
3.53
8.09
7.71
16.16
9.12
15.1
6.39
5.57
2.25
3.49
35.18
8.39
6.28
30.37
8.13
14.5
2.54
12.29
5.98
14.27
11.7
4.94
3.84
50.18
5.76
8.23
1.95
1.27
15.24
15.12
11.07
3.32
9.96
2.25
7.86
10.6
2.97
1.2
32.91
3.67
7.57
7.17
26.13
2.36
0.71
4.24
3.83
4.78
6.22
3.2
5.82
3.13
3.36
11.33
13.46
33.91
92.8
8.19
6.77
1.42
2.67
6.64
18.05
18.39
3.85
10.75
15.81
11.65
6.0
12.4
0.62
2.66
1.02
15.67
8.6
16.83
4.29
7.71
33.92
1.81
0.97
6.11
8.69
15.51
17.2
13.43
17.57
156.5
7.61
4.76
9.82
34.89
10.69
11.68
140.27
56.1
16.38
65.92
19.38
8.98
4.4
6.6
17.6
9.29
9.42
40.75
2.98
0.98
3.04
33.98
5.39
22.27
3.82
44.22
4.04
23.07
137.71
4.15
14.26
14.37
11.68
11.79
14.07
2.13
12.12
1.84
17.0
23.5
9.99
4.5
33.83
7.45
5.33
7.39
19.1
8.63
3.4
5.22
98.8
23.37
10.92
19.52
6.8
6.78
32.47
40.63
12.8
19.8
6.36
11.14
2.69
7.68
17.13
3.38
6.84
10.86
19.04
12.56
16.34
54.02
8.07
44.64
5.1
19.8
3.05
13.02
14.17
2.75
10.19
1.14
10.35
6.35
33.15
33.4
15.04
3.36
3.75
8.95
2.24
4.89
12.56
14.55
1.08
7.06
32.33
2.03
45.46
17.36
2.31
9.83
10.07
7.1
3.08
2.8
2.63
6.01
49.76
8.19
1.19
7.01
2.05
9.95
4.83
11.34
6.2
15.75
19.56
29.55
18.11
5.52
5.21
10.73
5.74
1.89
17.36
2.96
15.97
10.52
13.92
13.68
7.41
34.19
4.21
71.67
3.14
6.14
2.49
8.96
4.32
10.41
8.31
4.97
8.43
3.53
6.51
18.03
2.1
9.1
21.99
8.1
4.14
7.0
5.48
10.18
7.17
9.84
15.05
20.32
16.26
25.86
2.67
12.76
2.43
20.5
7.26
9.81
22.79
15.14
18.51
15.35
5.52
5.83
7.17
10.25
13.01
2.13
2.26
9.22
3.81
6.98
8.5
14.93
1.54
7.01
2.79
11.05
2.75
49.33
35.24
50.56
1.17
12.78
24.27
2.12
10.9
12.62
25.66
5.95
4.73
5.39
5.29
9.81
2.76
5.62
19.58
9.87
63.35
3.6
4.61
15.75
11.83
3.06
11.8
4.83
3.61
2.28
12.7
15.72
2.56
12.77
1.53
13.85
1.25
26.04
11.04
7.91
12.54
8.8
11.51
1.16
13.56
13.69
5.15
11.2
9.29
25.97
14.76
26.61
7.04
13.08
5.02
11.67
5.87
16.92
3.81
7.55
11.69
19.7
14.81
5.94
12.02
42.42
5.92
4.56
32.2
12.44
11.87
15.75
8.02
12.78
17.4
5.93
12.53
15.33
3.89
20.28
2.58
43.45
8.41
11.61
6.94
15.1
51.51
19.79
19.94
13.65
4.94
10.96
16.51
10.88
1.4
8.86
1.23
8.01
9.26
12.72
6.61
6.33
1.69
36.33
7.96
4.56
8.77
9.88
8.85
5.01
13.64
9.51
7.06
8.29
30.1
8.33
13.57
10.13
1.0
4.73
9.64
21.49
2.64
15.44
20.27
15.33
2.95
4.82
10.24
14.55
11.38
19.26
3.07
2.2
13.74
2.06
3.77
21.21
6.72
2.99
4.57
9.33
12.76
5.81
11.26
9.33
7.65
10.46
2.74
0.95
7.75
48.88
2.74
5.68
5.0
9.93
16.93
11.16
27.69
3.2
7.76
6.36
15.92
24.9
18.54
11.79
11.81
3.23
28.19
4.57
27.31
101.22
10.87
4.25
3.2
3.02
2.07
11.89
9.35
4.33
3.52
18.55
15.16
10.64
11.61
53.36
39.2
2.29
24.58
18.86
14.88
2.76
6.33
1.69
16.55
14.81
10.27
2.61
8.99
28.22
4.87
8.27
7.06
34.79
12.89
6.38
9.2
7.57
2.83
2.38
13.41
5.22
9.47
19.2
20.69
1.62
10.09
6.94
10.73
14.98
5.11
13.06
15.05
16.79
3.07
15.63
16.8
16.77
9.78
43.65
29.2
38.63
27.87
5.18
60.36
3.85
10.69
2.25
17.72
17.64
12.75
23.06
8.74
8.26
1.26
1.35
10.03
7.23
9.02
2.87
7.44
4.79
17.56
33.08
8.88
8.8
12.14
21.3
3.52
1.53
21.16
26.91
11.72
1.75
33.49
10.49
9.1
12.93
7.16
12.24
4.13
10.7
3.91
2.14
9.31
1.48
9.04
49.7
9.69
21.39
9.48
11.42
4.04
7.12
14.78
8.3
11.51
8.9
8.89
15.1
32.23
2.64
3.15
11.37
0.93
0.73
17.24
2.62
7.53
5.77
11.56
13.67
10.0
24.56
16.41
12.32
10.23
13.4
1.63
5.82
14.98
5.68
32.15
2.62
29.75
45.21
2.4
5.86
16.38
29.32
3.18
3.71
7.83
3.83
16.48
10.15
6.19
10.25
24.39
16.06
2.24
1.98
5.88
14.94
2.31
9.6
8.55
16.34
1.99
5.79
10.5
8.62
5.22
16.43
5.23
15.23
14.25
4.14
17.05
3.47
8.95
11.61
35.44
12.49
9.28
80.73
21.11
3.88
8.36
7.58
13.35
23.97
46.36
6.49
6.19
26.76
3.75
15.69
12.02
5.28
45.26
10.5
40.99
19.37
12.95
36.2
5.92
14.46
9.68
7.03
2.27
8.17
29.18
1.35
4.16
14.9
6.44
8.12
5.73
20.08
36.0
15.25
11.47
16.88
2.19
19.68
11.61
18.22
47.29
48.12
43.55
14.97
4.67
11.04
9.86
11.13
4.38
13.72
6.36
6.36
7.13
29.75
11.53
11.25
2.64
21.43
10.46
15.42
11.72
9.16
11.59
5.11
0.9
46.91
7.69
2.06
4.98
16.17
4.65
20.85
25.94
2.35
5.4
1.87
14.2
10.37
5.28
8.59
8.64
9.41
11.21
5.02
21.32
17.76
7.46
8.57
7.86
7.82
5.41
4.49
7.02
4.96
43.79
21.84
40.16
6.13
45.89
1.56
7.51
10.58
10.57
2.49
49.59
5.61
6.63
15.64
9.55
0.76
12.59
7.44
20.71
14.65
1.33
46.09
17.42
4.18
0.56
9.59
2.49
29.84
9.95
32.14
15.48
3.44
9.61
14.94
16.93
8.81
7.91
66.26
8.65
12.52
6.99
9.77
9.34
